và	1.902137803	1
của	1.906905835	2
có	1.909326794	3
là	1.990995208	4
một	2.008087286	5
không	2.051704025	6
trong	2.069029493	7
các	2.078953053	8
cho	2.088143853	9
người	2.102544948	10
được	2.107628221	11
đã	2.135048093	12
với	2.161778184	13
những	2.192905183	14
ở	2.279326744	15
tôi	2.281230127	16
khi	2.293116362	17
công	2.313306915	18
này	2.319622185	19
để	2.322996182	20
ra	2.358123095	21
cũng	2.369938861	22
đến	2.371590342	23
sẽ	2.377468207	24
về	2.386860288	25
làm	2.401710985	26
như	2.405156176	27
thể	2.405295717	28
vào	2.407502341	29
đó	2.410546412	30
lại	2.410614105	31
nhà	2.419992205	32
phải	2.430100316	33
ông	2.435029095	34
anh	2.441456188	35
bị	2.442652322	36
từ	2.451199579	37
nhưng	2.464026398	38
nhiều	2.470339801	39
năm	2.470593175	40
đầu	2.471276331	41
tại	2.490677497	42
chỉ	2.498707516	43
trên	2.503088345	44
thành	2.504843619	45
sau	2.512393934	46
nước	2.517913209	47
còn	2.52227615	48
sự	2.524470341	49
con	2.527044963	50
đồng	2.538726593	51
việc	2.540267159	52
số	2.54533917	53
hiện	2.549076143	54
ngày	2.549092338	55
thì	2.553773597	56
đi	2.561920291	57
theo	2.572404542	58
thế	2.58866123	59
định	2.593710911	60
học	2.599333319	61
quan	2.605462591	62
mà	2.608919952	63
hơn	2.610409479	64
mình	2.618984472	65
trước	2.619255634	66
chính	2.625028077	67
gia	2.628159423	68
rất	2.632190186	69
điều	2.632661088	70
nhân	2.634470958	71
nhất	2.637815393	72
biết	2.6397816	73
hai	2.640705551	74
hàng	2.645759491	75
vì	2.651246718	76
cả	2.6554676	77
động	2.663243848	78
qua	2.665371233	79
nói	2.669903432	80
thủ	2.672305669	81
lên	2.680468911	82
trường	2.68111043	83
mới	2.681961767	84
bộ	2.685300791	85
đội	2.688107703	86
cơ	2.689140535	87
quốc	2.695928681	88
nam	2.696218334	89
đang	2.699199896	90
họ	2.709486078	91
thời	2.716292961	92
nhận	2.718189239	93
bạn	2.72141638	94
chúng	2.721994757	95
do	2.730678013	96
nên	2.733900511	97
thấy	2.736429768	98
đây	2.738115817	99
giá	2.740304935	100
sinh	2.742909833	101
viên	2.745479537	102
trung	2.745791473	103
tiền	2.745816947	104
nay	2.758043397	105
nào	2.761621593	106
phát	2.767131728	107
vẫn	2.768565553	108
tình	2.770354408	109
cầu	2.772089765	110
đối	2.774845433	111
cùng	2.786661633	112
tới	2.786920589	113
cao	2.787291796	114
cách	2.789166679	115
hợp	2.789258172	116
cô	2.789906215	117
vụ	2.792189098	118
hội	2.794719197	119
em	2.794940214	120
cuộc	2.795218427	121
